Language	Concept	Value	Form
Adi	Six	ɑkke	ɑkke
Adi	Seven	kɨnɨt	kɨnɨt
Adi	Eight	pɨ:ɲi	pɨ:ɲi
Adi	Nine	konɑŋ	konɑŋ
Adi	Ten	ɨjiŋ	ɨjiŋ
Adi	Eleven	ɨjiŋ kolɑŋ ɑtəl	ɨjiŋ kolɑŋ ɑtəl
Adi	Twelve	ɨjiŋ kolɑŋ ɑɲɲi	ɨjiŋ kolɑŋ ɑɲɲi
Adi	Thirteen	ɨjiŋ kolɑŋ ɑŋum	ɨjiŋ kolɑŋ ɑŋum
Adi	Fourteen	ɨjiŋ kolɑŋ ɑppi	ɨjiŋ kolɑŋ ɑppi
Adi	Fifteen	ɨjiŋ kolɑŋ pilŋo	ɨjiŋ kolɑŋ pilŋo
Adi	Sixteen	ɨjiŋ kolɑŋ ɑkke	ɨjiŋ kolɑŋ ɑkke
Adi	Seventeen	ɨjiŋ kolɑŋ kɨnɨt	ɨjiŋ kolɑŋ kɨnɨt
Adi	Eighteen	ɨjiŋ kolɑŋ pɨ:ɲi	ɨjiŋ kolɑŋ pɨ:ɲi
Adi	Nineteen	ɨjiŋ kolɑŋ konɑŋ	ɨjiŋ kolɑŋ konɑŋ
Adi	Twenty	ɨjiŋ ɑɲɲi	ɨjiŋ ɑɲɲi
Adi	Twenty One	ɨjiŋ ɑɲɲi kolɑŋ ɑtəl	ɨjiŋ ɑɲɲi kolɑŋ ɑtəl
Adi	Twenty two	ɨjiŋ ɑɲɲi kolɑŋ ɑɲɲi	ɨjiŋ ɑɲɲi kolɑŋ ɑɲɲi
Adi	Twenty three	ɨjiŋ ɑɲɲi kolɑŋ ɑŋum	ɨjiŋ ɑɲɲi kolɑŋ ɑŋum
Adi	Twenty four	ɨjiŋ ɑɲɲi kolɑŋ ɑppi	ɨjiŋ ɑɲɲi kolɑŋ ɑppi
Adi	Twenty five	ɨjiŋ ɑɲɲi kolɑŋ pilŋo	ɨjiŋ ɑɲɲi kolɑŋ pilŋo
Adi	Twenty six	ɨjiŋ ɑɲɲi kolɑŋ ɑkke	ɨjiŋ ɑɲɲi kolɑŋ ɑkke
Adi	Twenty seven	ɨjiŋ ɑɲɲi kolɑŋ kɨnɨt	ɨjiŋ ɑɲɲi kolɑŋ kɨnɨt
Adi	Twenty eight	ɨjiŋ ɑɲɲi kolɑŋ pɨ:ɲi	ɨjiŋ ɑɲɲi kolɑŋ pɨ:ɲi
Adi	Twenty nine	ɨjiŋ ɑɲɲi kolɑŋ konɑŋ	ɨjiŋ ɑɲɲi kolɑŋ konɑŋ
Adi	Thirty	ɨjiŋ ɑŋum	ɨjiŋ ɑŋum
Adi	Thirty one	ɨjiŋ ɑŋum kolɑŋ ɑtəl	ɨjiŋ ɑŋum kolɑŋ ɑtəl
Adi	Thirty two	ɨjiŋ ɑŋum kolɑŋ ɑɲɲi	ɨjiŋ ɑŋum kolɑŋ ɑɲɲi
Adi	Thirty three	ɨjiŋ ɑŋum kolɑŋ ɑŋum	ɨjiŋ ɑŋum kolɑŋ ɑŋum
Adi	Thirty four	ɨjiŋ ɑŋum kolɑŋ ɑppi	ɨjiŋ ɑŋum kolɑŋ ɑppi
Adi	Thirty five	ɨjiŋ ɑŋum kolɑŋ pilŋo	ɨjiŋ ɑŋum kolɑŋ pilŋo
Adi	Thirty six	ɨjiŋ ɑŋum kolɑŋ ɑkke	ɨjiŋ ɑŋum kolɑŋ ɑkke
Adi	Thirty seven	ɨjiŋ ɑŋum kolɑŋ kɨnɨt	ɨjiŋ ɑŋum kolɑŋ kɨnɨt
Adi	Thirty eight	ɨjiŋ ɑŋum kolɑŋ pɨ:ɲi	ɨjiŋ ɑŋum kolɑŋ pɨ:ɲi
Adi	Thirty nine	ɨjiŋ ɑŋum kolɑŋ konɑŋ	ɨjiŋ ɑŋum kolɑŋ konɑŋ
Adi	Forty	ɨjiŋ ɑppi	ɨjiŋ ɑppi
Adi	Forty one	ɨjiŋ ɑppi kolɑŋ ɑtəl	ɨjiŋ ɑppi kolɑŋ ɑtəl
Adi	Forty two	ɨjiŋ ɑppi kolɑŋ ɑɲɲi	ɨjiŋ ɑppi kolɑŋ ɑɲɲi
Adi	Forty three	ɨjiŋ ɑppi kolɑŋ ɑŋum	ɨjiŋ ɑppi kolɑŋ ɑŋum
Adi	Forty four	ɨjiŋ ɑppi kolɑŋ ɑppi	ɨjiŋ ɑppi kolɑŋ ɑppi
Adi	Forty five	ɨjiŋ ɑppi kolɑŋ pilŋo	ɨjiŋ ɑppi kolɑŋ pilŋo
Adi	Forty six	ɨjiŋ ɑppi kolɑŋ ɑkke	ɨjiŋ ɑppi kolɑŋ ɑkke
Adi	Forty seven	ɨjiŋ ɑppi kolɑŋ kɨnɨt	ɨjiŋ ɑppi kolɑŋ kɨnɨt
Adi	Forty eight	ɨjiŋ ɑppi kolɑŋ pɨ:ɲi	ɨjiŋ ɑppi kolɑŋ pɨ:ɲi
Adi	Forty nine	ɨjiŋ ɑppi kolɑŋ konɑŋ	ɨjiŋ ɑppi kolɑŋ konɑŋ
Adi	Fifty	ɨjiŋ pilŋo	ɨjiŋ pilŋo
Adi	Fifty one	ɨjiŋ pilŋo kolɑŋ ɑtəl	ɨjiŋ pilŋo kolɑŋ ɑtəl
Adi	Fifty two	ɨjiŋ pilŋo kolɑŋ ɑɲɲi	ɨjiŋ pilŋo kolɑŋ ɑɲɲi
Adi	Fifty three	ɨjiŋ pilŋo kolɑŋ ɑŋum	ɨjiŋ pilŋo kolɑŋ ɑŋum
Adi	Fifty four	ɨjiŋ pilŋo kolɑŋ ɑppi	ɨjiŋ pilŋo kolɑŋ ɑppi
Adi	Fifty five	ɨjiŋ pilŋo kolɑŋ pilŋo	ɨjiŋ pilŋo kolɑŋ pilŋo
Adi	Fifty six	ɨjiŋ pilŋo kolɑŋ ɑkke	ɨjiŋ pilŋo kolɑŋ ɑkke
Adi	Fifty seven	ɨjiŋ pilŋo kolɑŋ kɨnɨt	ɨjiŋ pilŋo kolɑŋ kɨnɨt
Adi	Fifty eight	ɨjiŋ pilŋo kolɑŋ pɨ:ɲi	ɨjiŋ pilŋo kolɑŋ pɨ:ɲi
Adi	Fifty nine	ɨjiŋ pilŋo kolɑŋ konɑŋ	ɨjiŋ pilŋo kolɑŋ konɑŋ
Adi	Sixty	ɨjiŋ ɑkke	ɨjiŋ ɑkke
Adi	Sixty one	ɨjiŋ ɑkke kolɑŋ ɑtəl	ɨjiŋ ɑkke kolɑŋ ɑtəl
Adi	Sixty two	ɨjiŋ ɑkke kolɑŋ ɑɳɳi	ɨjiŋ ɑkke kolɑŋ ɑɳɳi
Adi	Sixty three	ɨjiŋ ɑkke kolɑŋ ɑŋum	ɨjiŋ ɑkke kolɑŋ ɑŋum
Adi	Sixty four	ɨjiŋ ɑkke kolɑŋ ɑppi	ɨjiŋ ɑkke kolɑŋ ɑppi
Adi	Sixty five	ɨjiŋ ɑkke kolɑŋ pilŋo	ɨjiŋ ɑkke kolɑŋ pilŋo
Adi	Sixty six	ɨjiŋ ɑkke kolɑŋ ɑkke	ɨjiŋ ɑkke kolɑŋ ɑkke
Adi	Sixty seven	ɨjiŋ ɑkke kolɑŋ kɨnɨt	ɨjiŋ ɑkke kolɑŋ kɨnɨt
Adi	Sixty eight	ɨjiŋ ɑkke kolɑŋ pɨ:ɳi	ɨjiŋ ɑkke kolɑŋ pɨ:ɳi
Adi	Sixty nine	ɨjiŋ ɑkke kolɑŋ konɑŋ	ɨjiŋ ɑkke kolɑŋ konɑŋ
Adi	Seventy	ɨjiŋ kɨnɨt	ɨjiŋ kɨnɨt
Adi	Seventy one	ɨjiŋ kɨnɨt kolɑŋ ɑtəl	ɨjiŋ kɨnɨt kolɑŋ ɑtəl
Adi	Seventy two	ɨjiŋ kɨnɨt kolɑŋ ɑɳɳi	ɨjiŋ kɨnɨt kolɑŋ ɑɳɳi
Adi	Seventy three	ɨjiŋ kɨnɨt kolɑŋ ɑŋum	ɨjiŋ kɨnɨt kolɑŋ ɑŋum
Adi	Seventy four	ɨjiŋ kɨnɨt kolɑŋ ɑppi	ɨjiŋ kɨnɨt kolɑŋ ɑppi
Adi	Seventy five	ɨjiŋ kɨnɨt kolɑŋ pilŋo	ɨjiŋ kɨnɨt kolɑŋ pilŋo
Adi	Seventy six	ɨjiŋ kɨnɨt kolɑŋ ɑkke	ɨjiŋ kɨnɨt kolɑŋ ɑkke
Adi	Seventy seven	ɨjiŋ kɨnɨt kolɑŋ kɨnɨt	ɨjiŋ kɨnɨt kolɑŋ kɨnɨt
Adi	Seventy eight	ɨjiŋ kɨnɨt kolɑŋ pɨ:ɳi	ɨjiŋ kɨnɨt kolɑŋ pɨ:ɳi
Adi	Seventy nine	ɨjiŋ kɨnɨt kolɑŋ konɑŋ	ɨjiŋ kɨnɨt kolɑŋ konɑŋ
Adi	Eighty	ɨjiŋ pɨ:ɳi	ɨjiŋ pɨ:ɳi
Adi	Eighty one	ɨjiŋ pɨ:ɳi kolɑŋ ɑtəl	ɨjiŋ pɨ:ɳi kolɑŋ ɑtəl
Adi	Eighty two	ɨjiŋ pɨ:ɳi kolɑŋ ɑɳɳi	ɨjiŋ pɨ:ɳi kolɑŋ ɑɳɳi
Adi	Eighty three	ɨjiŋ pɨ:ɳi kolɑŋ ɑŋum	ɨjiŋ pɨ:ɳi kolɑŋ ɑŋum
Adi	Eighty four	ɨjiŋ pɨ:ɳi kolɑŋ ɑppi	ɨjiŋ pɨ:ɳi kolɑŋ ɑppi
Adi	Eighty five	ɨjiŋ pɨ:ɳi kolɑŋ pilŋo	ɨjiŋ pɨ:ɳi kolɑŋ pilŋo
Adi	Eighty six	ɨjiŋ pɨ:ɳi kolɑŋɑ ɑkke	ɨjiŋ pɨ:ɳi kolɑŋɑ ɑkke
Adi	Eighty seven	ɨjiŋ pɨ:ɳi kolɑŋ kɨnɨt	ɨjiŋ pɨ:ɳi kolɑŋ kɨnɨt
Adi	Eighty eight	ɨjiŋ pɨ:ɳi kolɑŋ pɨ:ɳi	ɨjiŋ pɨ:ɳi kolɑŋ pɨ:ɳi
Adi	Eighty nine	ɨjiŋ pɨ:ɳi kolɑŋ konɑŋ	ɨjiŋ pɨ:ɳi kolɑŋ konɑŋ
Adi	Ninety	ɨjiŋ konɑŋ	ɨjiŋ konɑŋ
Adi	Ninety one	ɨjiŋ konɑŋ kolɑŋ ɑtəl	ɨjiŋ konɑŋ kolɑŋ ɑtəl
Adi	Ninety two	ɨjiŋ konɑŋ kolɑŋ ɑɳɳi	ɨjiŋ konɑŋ kolɑŋ ɑɳɳi
Adi	Ninety three	ɨjiŋ konɑŋ kolɑŋ ɑŋum	ɨjiŋ konɑŋ kolɑŋ ɑŋum
Adi	Ninety four	ɨjiŋ konɑŋ kolɑŋ ɑppi	ɨjiŋ konɑŋ kolɑŋ ɑppi
Adi	Ninety five	ɨjiŋ konɑŋ kolɑŋ pilŋo	ɨjiŋ konɑŋ kolɑŋ pilŋo
Adi	Ninety six	ɨjiŋ konɑŋ kolɑŋ ɑkke	ɨjiŋ konɑŋ kolɑŋ ɑkke
Adi	Ninety seven	ɨjiŋ konɑŋ kolɑŋ kɨnɨt	ɨjiŋ konɑŋ kolɑŋ kɨnɨt
Adi	Ninety eight	ɨjiŋ konɑŋ kolɑŋ pɨ:ɳi	ɨjiŋ konɑŋ kolɑŋ pɨ:ɳi
Adi	Ninety nine	ɨjiŋ konɑŋ kolɑŋ konɑŋ	ɨjiŋ konɑŋ kolɑŋ konɑŋ
Adi	Hundred	lɨŋko	lɨŋko
Adi	Thousand	edʒɑr	edʒɑr
Adi	Lakh	-	-
Adi	Crore	-	-
Adi	Million	-	-
Adi	Billion	-	-
			
Bodo	One	se	se
Bodo	Two	nəɪ	nəɪ
Bodo	Three	ʈʰəm	ʈʰəm
Bodo	Four	brəɪh	brəɪh
Bodo	Four	brɪ	brɪ
Bodo	Five	bɑ:	bɑ:
Bodo	Six	ɖo	ɖo
Bodo	Six	ro	ro
Bodo	Seven	sɪnɪ	sɪnɪ
Bodo	Eight	ɖɑɪn	ɖɑɪn
Bodo	Eight	zɑd	zɑd
Bodo	Eight	dɑŋ	dɑŋ
Bodo	Nine	ɡʊ	ɡʊ
Bodo	Nine	suɡu	suɡu
Bodo	Nine	ne	ne
Bodo	Ten	zɪ:	zɪ:
Bodo	Ten	zu	zu
Bodo	Ten	kʰɑw se	kʰɑw se
Bodo	Eleven	zɪ:se	zɪ:se
Bodo	Eleven	kʰɑwse mən se	kʰɑwse mən se
Bodo	Twelve	zɪ:nəɪ	zɪ:nəɪ
Bodo	Twelve	kʰɑwse mən nəɪ	kʰɑwse mən nəɪ
Bodo	Thirteen	zɪ:ʈʰəm	zɪ:ʈʰəm
Bodo	Thirteen	kʰɑwse mən ʈʰəm	kʰɑwse mən ʈʰəm
Bodo	Fourteen	zɪ:brəɪh	zɪ:brəɪh
Bodo	Fourteen	kʰɑwse mən brəɪh	kʰɑwse mən brəɪh
Bodo	Fifteen	zɪ:bɑ:	zɪ:bɑ:
Bodo	Fifteen	kʰɑwse mən bɑ:	kʰɑwse mən bɑ:
Bodo	Sixteen	zɪ:ɖo	zɪ:ɖo
Bodo	Sixteen	kʰɑwse mən ɖo	kʰɑwse mən ɖo
Bodo	Seventeen	zɪ:snɪ	zɪ:snɪ
Bodo	Seventeen	kʰɑwse mən snɪ	kʰɑwse mən snɪ
Bodo	Eighteen	zɪ:ɖɑɪn	zɪ:ɖɑɪn
Bodo	Eighteen	kʰɑwse mən ɖɑɪn	kʰɑwse mən ɖɑɪn
Bodo	Nineteen	zɪ:ɡʊ	zɪ:ɡʊ
Bodo	Nineteen	kʰɑwse mən ɡʊ	kʰɑwse mən ɡʊ
Bodo	Twenty	nəɪzɪ:	nəɪzɪ:
Bodo	Twenty One	nəɪzɪ:se	nəɪzɪ:se
Bodo	Twenty two	nəɪzɪ:nəɪ	nəɪzɪ:nəɪ
Bodo	Twenty three	nəɪzɪ:ʈʰəm	nəɪzɪ:ʈʰəm
Bodo	Twenty four	nəɪzɪ:brəɪh	nəɪzɪ:brəɪh
Bodo	Twenty five	nəɪzI:bɑ:	nəɪzI:bɑ:
Bodo	Twenty six	nəɪzɪ:ɖo	nəɪzɪ:ɖo
Bodo	Twenty seven	nəɪzɪ:snɪ	nəɪzɪ:snɪ
Bodo	Twenty eight	nəɪzɪ:ɖɑɪn	nəɪzɪ:ɖɑɪn
Bodo	Twenty nine	nəɪzɪ:ɡʊ	nəɪzɪ:ɡʊ
Bodo	Thirty	ʈʰəmzɪ:	ʈʰəmzɪ:
Bodo	Thirty one	ʈʰəmzɪ:se	ʈʰəmzɪ:se
Bodo	Thirty two	ʈʰəmzɪ:nəɪ	ʈʰəmzɪ:nəɪ
Bodo	Thirty three	ʈʰəmzɪ:ʈʰəm	ʈʰəmzɪ:ʈʰəm
Bodo	Thirty four	ʈʰəmzɪ:brəɪh	ʈʰəmzɪ:brəɪh
Bodo	Thirty five	ʈʰəmzɪ:bɑ:	ʈʰəmzɪ:bɑ:
Bodo	Thirty six	ʈʰəmzɪ:ɖo	ʈʰəmzɪ:ɖo
Bodo	Thirty seven	ʈʰəmzɪ:sɪnɪ	ʈʰəmzɪ:sɪnɪ
Bodo	Thirty eight	ʈʰəmzɪ:ɖɑɪn	ʈʰəmzɪ:ɖɑɪn
Bodo	Thirty nine	ʈʰəmzɪ:ɡʊ	ʈʰəmzɪ:ɡʊ
Bodo	Forty	brəɪhzɪ:	brəɪhzɪ:
Bodo	Forty one	brəɪhzɪ:se	brəɪhzɪ:se
Bodo	Forty two	brəɪhzɪ:nəɪ	brəɪhzɪ:nəɪ
Bodo	Forty three	brəɪhzɪ:ʈʰəm	brəɪhzɪ:ʈʰəm
Bodo	Forty four	brəɪhzɪ:brəɪh	brəɪhzɪ:brəɪh
Bodo	Forty five	brəɪhzɪ:bɑ:	brəɪhzɪ:bɑ:
Bodo	Forty six	brəɪhzɪ:ɖo	brəɪhzɪ:ɖo
Bodo	Forty seven	brəɪhzɪ:sɪnɪ	brəɪhzɪ:sɪnɪ
Bodo	Forty eight	brəɪhzɪ:ɖɑɪn	brəɪhzɪ:ɖɑɪn
Bodo	Forty nine	brəɪhzɪ:ɡʊ	brəɪhzɪ:ɡʊ
Bodo	Fifty	bɑ:zɪ:	bɑ:zɪ:
Bodo	Fifty one	bɑ:zɪ:se	bɑ:zɪ:se
Bodo	Fifty two	bɑ:zɪ:nəɪ	bɑ:zɪ:nəɪ
Bodo	Fifty three	bɑ:zɪ:ʈʰəm	bɑ:zɪ:ʈʰəm
Bodo	Fifty four	bɑ:zɪ:brəɪh	bɑ:zɪ:brəɪh
Bodo	Fifty five	bɑ:zɪ:bɑ:	bɑ:zɪ:bɑ:
Bodo	Fifty six	bɑ:zɪ:ɖo	bɑ:zɪ:ɖo
Bodo	Fifty seven	bɑ:zɪ:sɪnɪ	bɑ:zɪ:sɪnɪ
Bodo	Fifty eight	bɑ:zɪ:ɖɑɪn	bɑ:zɪ:ɖɑɪn
Bodo	Fifty nine	bɑ:zɪ:ɡʊ	bɑ:zɪ:ɡʊ
Bodo	Sixty	ɖozɪ:	ɖozɪ:
Bodo	Sixty one	ɖozɪ:se	ɖozɪ:se
Bodo	Sixty two	ɖozɪ:nəɪ	ɖozɪ:nəɪ
Bodo	Sixty three	ɖozɪ:ʈʰəm	ɖozɪ:ʈʰəm
Bodo	Sixty four	ɖozɪ:brəɪh	ɖozɪ:brəɪh
Bodo	Sixty five	ɖozɪ:bɑ:	ɖozɪ:bɑ:
Bodo	Sixty six	ɖozɪ:ɖo	ɖozɪ:ɖo
Bodo	Sixty seven	ɖozɪ:sɪnɪ	ɖozɪ:sɪnɪ
Bodo	Sixty eight	ɖozɪ:ɖɑɪn	ɖozɪ:ɖɑɪn
Bodo	Sixty nine	ɖozɪ:ɡʊ	ɖozɪ:ɡʊ
Bodo	Seventy	snɪzɪ:	snɪzɪ:
Bodo	Seventy one	snɪzɪ:se	snɪzɪ:se
Bodo	Seventy two	snɪzɪ:nəɪ	snɪzɪ:nəɪ
Bodo	Seventy three	snɪzɪ:ʈʰəm	snɪzɪ:ʈʰəm
Bodo	Seventy four	snɪzɪ:brəɪh	snɪzɪ:brəɪh
Bodo	Seventy five	snɪzɪ:bɑ:	snɪzɪ:bɑ:
Bodo	Seventy six	snɪzɪ:ɖo	snɪzɪ:ɖo
Bodo	Seventy seven	snɪzɪ:sɪnɪ	snɪzɪ:sɪnɪ
Bodo	Seventy eight	snɪzɪ:ɖɑɪn	snɪzɪ:ɖɑɪn
Bodo	Seventy nine	snɪzɪ:ɡʊ	snɪzɪ:ɡʊ
Bodo	Eighty	ɖɑɪnzɪ:	ɖɑɪnzɪ:
Bodo	Eighty one	ɖɑɪnzɪ:se	ɖɑɪnzɪ:se
Bodo	Eighty two	ɖɑɪnzɪ:nəɪ	ɖɑɪnzɪ:nəɪ
Bodo	Eighty three	ɖɑɪnzɪ:ʈʰəm	ɖɑɪnzɪ:ʈʰəm
Bodo	Eighty four	ɖɑɪnzɪ:brəɪh	ɖɑɪnzɪ:brəɪh
Bodo	Eighty five	ɖɑɪnzɪ:bɑ:	ɖɑɪnzɪ:bɑ:
Bodo	Eighty six	ɖɑɪnzɪ:ɖo	ɖɑɪnzɪ:ɖo
Bodo	Eighty seven	ɖɑɪnzɪ:sɪnɪ	ɖɑɪnzɪ:sɪnɪ
Bodo	Eighty eight	ɖɑɪnzɪ:ɖɑɪn	ɖɑɪnzɪ:ɖɑɪn
Bodo	Eighty nine	ɖɑɪnzɪ:ɡʊ	ɖɑɪnzɪ:ɡʊ
Bodo	Ninety	ɡʊzɪ:	ɡʊzɪ:
Bodo	Ninety one	ɡʊzɪ:se	ɡʊzɪ:se
Bodo	Ninety two	ɡʊzɪ:nəɪ	ɡʊzɪ:nəɪ
Bodo	Ninety three	ɡʊzɪ:ʈʰəm	ɡʊzɪ:ʈʰəm
Bodo	Ninety four	ɡʊzɪ:brəɪh	ɡʊzɪ:brəɪh
Bodo	Ninety five	ɡʊzɪ:bɑ:	ɡʊzɪ:bɑ:
Bodo	Ninety six	ɡʊzɪ:ɖo	ɡʊzɪ:ɖo
Bodo	Ninety seven	ɡʊzɪ:sɪnɪ	ɡʊzɪ:sɪnɪ
Bodo	Ninety eight	ɡʊzɪ:ɖɑɪn	ɡʊzɪ:ɖɑɪn
Bodo	Ninety nine	ɡʊzɪ:ɡʊ	ɡʊzɪ:ɡʊ
Bodo	Hundred	ɟəʊse	ɟəʊse
Bodo	Thousand	se 	se 
Bodo	Thousand	rəzɑ	rəzɑ
Bodo	Lakh	-	-
Bodo	Crore	-	-
Bodo	Million	-	-
Bodo	Billion	-	-
			
Meiteilon	One	əmə	əmə
Meiteilon	Two	ənɪ	ənɪ
Meiteilon	Three	əhum	əhum
Meiteilon	Four	məri	məri
Meiteilon	Five	məŋɑ	məŋɑ
Meiteilon	Six	təruk	təruk
Meiteilon	Seven	tərət	tərət
Meiteilon	Eight	nipɑn	nipɑn
Meiteilon	Nine	məpɑn	məpɑn
Meiteilon	Ten	tərɑ	tərɑ
Meiteilon	Eleven	tərɑ mɑtʰoy	tərɑ mɑtʰoy
Meiteilon	Twelve	tərɑ nithʰoy	tərɑ nithʰoy
Meiteilon	Thirteen	tərɑ humdoy	tərɑ humdoy
Meiteilon	Fourteen	tərɑ məri	tərɑ məri
Meiteilon	Fifteen	tərɑ məŋɑ	tərɑ məŋɑ
Meiteilon	Sixteen	tərɑ təruk	tərɑ təruk
Meiteilon	Seventeen	tərɑ tərət	tərɑ tərət
Meiteilon	Eighteen	tərɑ nipɑn	tərɑ nipɑn
Meiteilon	Nineteen	tərɑ mɑpən	tərɑ mɑpən
Meiteilon	Twenty	kun	kun
Meiteilon	Twenty One	kun mɑtʰoy	kun mɑtʰoy
Meiteilon	Twenty two	kun nithʰoy	kun nithʰoy
Meiteilon	Twenty three	kun humdoy	kun humdoy
Meiteilon	Twenty four	kun məri	kun məri
Meiteilon	Twenty five	kun məŋɑ	kun məŋɑ
Meiteilon	Twenty six	kun təruk	kun təruk
Meiteilon	Twenty seven	kun tərət	kun tərət
Meiteilon	Twenty eight	kun nipɑn	kun nipɑn
Meiteilon	Twenty nine	kun mɑpən	kun mɑpən
Meiteilon	Thirty	kuntʰrɑ	kuntʰrɑ
Meiteilon	Thirty one	kuntʰrɑ mɑtʰoy	kuntʰrɑ mɑtʰoy
Meiteilon	Thirty two	kuntʰrɑ nithʰoy	kuntʰrɑ nithʰoy
Meiteilon	Thirty three	kuntʰrɑ humdoy	kuntʰrɑ humdoy
Meiteilon	Thirty four	kuntʰrɑ məri	kuntʰrɑ məri
Meiteilon	Thirty five	kuntʰrɑ məŋɑ	kuntʰrɑ məŋɑ
Meiteilon	Thirty six	kuntʰrɑ təruk	kuntʰrɑ təruk
Meiteilon	Thirty seven	kuntʰrɑ tərət	kuntʰrɑ tərət
Meiteilon	Thirty eight	kuntʰrɑ nipɑn	kuntʰrɑ nipɑn
Meiteilon	Thirty nine	kuntʰrɑ mɑpən	kuntʰrɑ mɑpən
Meiteilon	Forty	nipʰu	nipʰu
Meiteilon	Forty one	nipʰu mɑtʰoy	nipʰu mɑtʰoy
Meiteilon	Forty two	nipʰu nithʰoy	nipʰu nithʰoy
Meiteilon	Forty three	nipʰu humdoy	nipʰu humdoy
Meiteilon	Forty four	nipʰu məri	nipʰu məri
Meiteilon	Forty five	nipʰu məŋɑ	nipʰu məŋɑ
Meiteilon	Forty six	nipʰu təruk	nipʰu təruk
Meiteilon	Forty seven	nipʰu tərət	nipʰu tərət
Meiteilon	Forty eight	nipʰu nipɑn	nipʰu nipɑn
Meiteilon	Forty nine	nipʰu mɑpən	nipʰu mɑpən
Meiteilon	Fifty	yɑŋkʰəy	yɑŋkʰəy
Meiteilon	Fifty one	yɑŋkʰəy mɑtʰoy	yɑŋkʰəy mɑtʰoy
Meiteilon	Fifty two	yɑŋkʰəy nithʰoy	yɑŋkʰəy nithʰoy
Meiteilon	Fifty three	yɑŋkʰəy humdoy	yɑŋkʰəy humdoy
Meiteilon	Fifty four	yɑŋkʰəy məri	yɑŋkʰəy məri
Meiteilon	Fifty five	yɑŋkʰəy məŋɑ	yɑŋkʰəy məŋɑ
Meiteilon	Fifty six	yɑŋkʰəy təruk	yɑŋkʰəy təruk
Meiteilon	Fifty seven	yɑŋkʰəy tərət	yɑŋkʰəy tərət
Meiteilon	Fifty eight	yɑŋkʰəy nipɑn	yɑŋkʰəy nipɑn
Meiteilon	Fifty nine	yɑŋkʰəy mɑpən	yɑŋkʰəy mɑpən
Meiteilon	Sixty	humpʰu	humpʰu
Meiteilon	Sixty one	humpʰu mɑtʰoy	humpʰu mɑtʰoy
Meiteilon	Sixty two	humpʰu nithʰoy	humpʰu nithʰoy
Meiteilon	Sixty three	humpʰu humdoy	humpʰu humdoy
Meiteilon	Sixty four	humpʰu məri	humpʰu məri
Meiteilon	Sixty five	humpʰu məŋɑ	humpʰu məŋɑ
Meiteilon	Sixty six	humpʰu təruk	humpʰu təruk
Meiteilon	Sixty seven	humpʰu tərət	humpʰu tərət
Meiteilon	Sixty eight	humpʰu nipɑn	humpʰu nipɑn
Meiteilon	Sixty nine	humpʰu mɑpən	humpʰu mɑpən
Meiteilon	Seventy	humpʰutərɑ	humpʰutərɑ
Meiteilon	Seventy one	humpʰutərɑ mɑtʰoy	humpʰutərɑ mɑtʰoy
Meiteilon	Seventy two	humpʰutərɑ nithʰoy	humpʰutərɑ nithʰoy
Meiteilon	Seventy three	humpʰutərɑ humdoy	humpʰutərɑ humdoy
Meiteilon	Seventy four	humpʰutərɑ məri	humpʰutərɑ məri
Meiteilon	Seventy five	humpʰutərɑ məŋɑ	humpʰutərɑ məŋɑ
Meiteilon	Seventy six	humpʰutərɑ təruk	humpʰutərɑ təruk
Meiteilon	Seventy seven	humpʰutərɑ tərət	humpʰutərɑ tərət
Meiteilon	Seventy eight	humpʰutərɑ nipɑn	humpʰutərɑ nipɑn
Meiteilon	Seventy nine	humpʰutərɑ mɑpən	humpʰutərɑ mɑpən
Meiteilon	Eighty	məripʰu	məripʰu
Meiteilon	Eighty one	məripʰu mɑtʰoy	məripʰu mɑtʰoy
Meiteilon	Eighty two	məripʰu nithʰoy	məripʰu nithʰoy
Meiteilon	Eighty three	məripʰu humdoy	məripʰu humdoy
Meiteilon	Eighty four	məripʰu məri	məripʰu məri
Meiteilon	Eighty five	məripʰu məŋɑ	məripʰu məŋɑ
Meiteilon	Eighty six	məripʰu təruk	məripʰu təruk
Meiteilon	Eighty seven	məripʰu tərət	məripʰu tərət
Meiteilon	Eighty eight	məripʰu nipɑn	məripʰu nipɑn
Meiteilon	Eighty nine	məripʰu mɑpən	məripʰu mɑpən
Meiteilon	Ninety	məripʰutərɑ	məripʰutərɑ
Meiteilon	Ninety one	məripʰutərɑ mɑtʰoy	məripʰutərɑ mɑtʰoy
Meiteilon	Ninety two	məripʰutərɑ nithʰoy	məripʰutərɑ nithʰoy
Meiteilon	Ninety three	məripʰutərɑ humdoy	məripʰutərɑ humdoy
Meiteilon	Ninety four	məripʰutərɑ məri	məripʰutərɑ məri
Meiteilon	Ninety five	məripʰutərɑ məŋɑ	məripʰutərɑ məŋɑ
Meiteilon	Ninety six	məripʰutərɑ təruk	məripʰutərɑ təruk
Meiteilon	Ninety seven	məripʰutərɑ tərət	məripʰutərɑ tərət
Meiteilon	Ninety eight	məripʰutərɑ nipɑn	məripʰutərɑ nipɑn
Meiteilon	Ninety nine	məripʰutərɑ mɑpən	məripʰutərɑ mɑpən
Meiteilon	Hundred	cɑmə	cɑmə
Meiteilon	Thousand	lisiŋ	lisiŋ
Meiteilon	Lakh	-	-
Meiteilon	Crore	-	-
